Column1,Column2,Column3,Column4,Column5,Column6
,,,,,
"Statistical table extracted on February 12, 2026 (14:19:13)",,,,,
http://www.ine.pt,,,,,
,,,,,
,,,,,
,,,,,
Data reference period,Place of residence at Census date [2021] (NUTS - 2024),"Resident population (No.) by Place of residence at Census date [2021] (NUTS - 2024), Sex and Age -  Decennial",,,
,,Sex,,,
,,MF,M,F,
,,Age,,,
,,Total,,,
,,No. ,No. ,No. ,
,020606: União das freguesias de Castro Verde e Casével,5289,2572,2717,
,0207: Cuba,4373,2152,2221,
,020701: Cuba,3092,1512,1580,
,020702: Faro do Alentejo,485,261,224,
,020703: Vila Alva,416,188,228,
,020704: Vila Ruiva,380,191,189,
,0208: Ferreira do Alentejo,7684,3868,3816,
,020803: Figueira dos Cavaleiros,1185,577,608,
,020804: Odivelas,473,246,227,
,020807: União das freguesias de Alfundão e Peroguarda,1287,722,565,
,020808: União das freguesias de Ferreira do Alentejo e Canhestros,4739,2323,2416,
,0209: Mértola,6206,3078,3128,
,020901: Alcaria Ruiva,630,314,316,
,020902: Corte do Pinto,735,375,360,
,020903: Espírito Santo,329,169,160,
,020904: Mértola,2504,1231,1273,
,020905: Santana de Cambas,750,379,371,
,020906: São João dos Caldeireiros,442,209,233,
,"020910: União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros",816,401,415,
,0210: Moura,13258,6432,6826,
,021001: Amareleja,2030,991,1039,
,021002: Póvoa de São Miguel,761,384,377,
,021008: Sobral da Adiça,862,449,413,
,021009: União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador,8039,3857,4182,
,021010: União das freguesias de Safara e Santo Aleixo da Restauração,1566,751,815,
,0212: Ourique,4839,2368,2471,
,021203: Ourique,2804,1371,1433,
,021206: Santana da Serra,660,347,313,
,021207: União das freguesias de Garvão e Santa Luzia,887,412,475,
,021208: União das freguesias de Panoias e Conceição,488,238,250,
,0213: Serpa,13757,6840,6917,
,021302: Brinches,930,455,475,
,021303: Pias,2542,1319,1223,
,021308: União das freguesias de Serpa (Salvador e Santa Maria),5595,2757,2838,
,021309: União das freguesias de Vila Nova de São Bento e Vale de Vargo,3435,1697,1738,
,021307: Vila Verde de Ficalho,1255,612,643,
,0214: Vidigueira,5175,2508,2667,
,021401: Pedrógão,937,488,449,
,021402: Selmes,780,372,408,
,021403: Vidigueira,2659,1258,1401,
,021404: Vila de Frades,799,390,409,
,1C3: Alto Alentejo,104923,49827,55096,
,1201: Alter do Chão,3044,1390,1654,
,120101: Alter do Chão,2016,917,1099,
,120102: Chancelaria,382,168,214,
,120104: Cunheira,291,132,159,
,120103: Seda,355,173,182,
,1202: Arronches,2789,1379,1410,
,120201: Assunção,1834,907,927,
,120202: Esperança,589,293,296,
,120203: Mosteiros,366,179,187,
,1203: Avis,3812,1791,2021,
,120302: Aldeia Velha,214,105,109,
,120303: Avis,1627,747,880,
,120305: Ervedal,432,209,223,
,120306: Figueira e Barros,248,126,122,
,120309: União das freguesias de Alcórrego e Maranhão,413,198,215,
,120310: União das freguesias de Benavila e Valongo,878,406,472,
,1204: Campo Maior,8042,3876,4166,
,120401: Nossa Senhora da Expectação,3684,1735,1949,
,120402: Nossa Senhora da Graça dos Degolados,646,313,333,
,120403: São João Baptista,3712,1828,1884,
,1205: Castelo de Vide,3116,1496,1620,
,120501: Nossa Senhora da Graça de Póvoa e Meadas,542,259,283,
,120502: Santa Maria da Devesa,1393,666,727,
,120503: Santiago Maior,331,171,160,
,120504: São João Baptista,850,400,450,
,1206: Crato,3225,1485,1740,
,120601: Aldeia da Mata,313,139,174,
,120604: Gáfete,688,327,361,
,120605: Monte da Pedra,222,112,110,
,"120607: União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso",2002,907,1095,
,1207: Elvas,20730,9873,10857,
,"120712: Assunção, Ajuda, Salvador e Santo Ildefonso",9059,4222,4837,
,"120713: Caia, São Pedro e Alcáçova",5376,2640,2736,
,120706: Santa Eulália,1028,493,535,
,120707: São Brás e São Lourenço,1629,805,824,
,120708: São Vicente e Ventosa,732,346,386,
,120714: União das freguesias de Barbacena e Vila Fernando,801,361,440,
,120715: União das freguesias de Terrugem e Vila Boim,2105,1006,1099,
,1208: Fronteira,2858,1356,1502,
,120801: Cabeço de Vide,928,435,493,
,120802: Fronteira,1696,810,886,
,120803: São Saturnino,234,111,123,
,1209: Gavião,3394,1581,1813,
,120902: Belver,560,248,312,
,120903: Comenda,692,324,368,
,120905: Margem,641,313,328,
,120906: União das freguesias de Gavião e Atalaia,1501,696,805,
,1210: Marvão,3021,1442,1579,
,121001: Beirã,427,207,220,
,121002: Santa Maria de Marvão,398,175,223,
,121003: Santo António das Areias,961,464,497,
,121004: São Salvador da Aramenha,1235,596,639,
,1211: Monforte,2992,1408,1584,
,121101: Assumar,614,247,367,
,121102: Monforte,1296,635,661,
,121103: Santo Aleixo,497,238,259,
,121104: Vaiamonte,585,288,297,
,1212: Nisa,5952,2804,3148,
,121201: Alpalhão,989,478,511,
,121205: Montalvão,290,133,157,
,121207: Santana,277,120,157,
,121208: São Matias,197,97,100,
,121210: Tolosa,811,378,433,
,121211: União das freguesias de Arez e Amieira do Tejo,392,186,206,
,"121212: União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão",2996,1412,1584,
,1213: Ponte de Sor,15248,7327,7921,
,121304: Foros de Arrão,811,393,418,
,121301: Galveias,1022,504,518,
,121305: Longomel,978,475,503,
,121302: Montargil,1931,930,1001,
,"121308: União das freguesias de Ponte de Sor, Tramaga e Vale de Açor",10506,5025,5481,
,1214: Portalegre,22340,10592,11748,
,121401: Alagoa,543,263,280,
,121402: Alegrete,1414,698,716,
,121404: Fortios,1785,840,945,
,121411: União das freguesias da Sé e São Lourenço,14317,6690,7627,
,121412: União das freguesias de Reguengo e São Julião,849,422,427,
,121413: União das freguesias de Ribeira de Nisa e Carreiras,1731,852,879,
,121410: Urra,1701,827,874,
,1215: Sousel,4360,2027,2333,
,121501: Cano,1057,506,551,
,121502: Casa Branca,981,447,534,
,121503: Santo Amaro,539,256,283,
,121504: Sousel,1783,818,965,
,1C4: Alentejo Central,152444,73202,79242,
,0701: Alandroal,5014,2432,2582,
,070104: Capelins (Santo António),398,188,210,
,070103: Santiago Maior,1881,918,963,
,070105: Terena (São Pedro),680,327,353,
,"070107: União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto)",2055,999,1056,
,0702: Arraiolos,6606,3231,3375,
,070201: Arraiolos,3133,1522,1611,
,070202: Igrejinha,961,475,486,
,070208: União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro,740,371,369,
,070209: União das freguesias de São Gregório e Santa Justa,437,225,212,
,070206: Vimieiro,1335,638,697,
,0703: Borba,6428,3149,3279,
,070301: Borba (Matriz),3387,1632,1755,
,070304: Borba (São Bartolomeu),604,284,320,
,070302: Orada,577,283,294,
,070303: Rio de Moinhos,1860,950,910,
,0704: Estremoz,12680,6019,6661,
,070401: Arcos,1016,495,521,
,070404: Évora Monte (Santa Maria),506,242,264,
,070402: Glória,452,227,225,
,070411: São Domingos de Ana Loura,269,134,135,
,070414: União das freguesias de Estremoz (Santa Maria e Santo André),7887,3687,4200,
,070415: União das freguesias de São Bento do Cortiço e Santo Estêvão,680,333,347,
,070416: União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura,449,224,225,
,070417: União das freguesias do Ameixial (Santa Vitória e São Bento),564,279,285,
,070413: Veiros,857,398,459,
,0705: Évora,53577,25445,28132,
,070515: Canaviais,3314,1652,1662,
,070502: Nossa Senhora da Graça do Divor,465,221,244,
,070503: Nossa Senhora de Machede,939,456,483,
,070506: São Bento do Mato,991,473,518,
,070509: São Miguel de Machede,688,349,339,
,070513: Torre de Coelheiros,539,261,278,
,070522: União das freguesias de Bacelo e Senhora da Saúde,17777,8429,9348,
,"070523: União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão)",4315,1939,2376,
,070524: União das freguesias de Malagueira e Horta das Figueiras,21547,10195,11352,
,070525: União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe,995,482,513,
,070526: União das freguesias de São Manços e São Vicente do Pigeiro,1080,533,547,
,070527: União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé,927,455,472,
,0706: Montemor-o-Novo,15799,7593,8206,
,070601: Cabrela,509,242,267,
,070607: Ciborro,591,287,304,
,070610: Foros de Vale de Figueira,1011,490,521,
,070605: Santiago do Escoural,1047,505,542,
,070606: São Cristóvão,494,244,250,
,070611: União das freguesias de Cortiçadas de Lavre e Lavre,1310,630,680,
,"070612: União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras",10837,5195,5642,
,0707: Mora,4135,1974,2161,
,070701: Brotas,340,162,178,
,070702: Cabeção,863,397,466,
,070703: Mora,2217,1055,1162,
,070704: Pavia,715,360,355,
,0708: Mourão,2351,1188,1163,
,070801: Granja,514,257,257,
,070802: Luz,295,159,136,
,070803: Mourão,1542,772,770,
,0709: Portel,5747,2811,2936,
,070903: Monte do Trigo,1149,584,565,
,070905: Portel,2411,1156,1255,
,070906: Santana,474,222,252,
,070909: União das freguesias de Amieira e Alqueva,531,261,270,
,070910: União das freguesias de São Bartolomeu do Outeiro e Oriola,804,397,407,
,070908: Vera Cruz,378,191,187,
,0710: Redondo,6286,3076,3210,
,071001: Montoito,1029,507,522,
,071002: Redondo,5257,2569,2688,
,0711: Reguengos de Monsaraz,9871,4778,5093,
,071102: Corval,1308,632,676,
,071103: Monsaraz,658,319,339,
,071104: Reguengos de Monsaraz,6773,3293,3480,
,071106: União das freguesias de Campo e Campinho,1132,534,598,
,0712: Vendas Novas,11245,5406,5839,
,071202: Landeira,620,302,318,
,071201: Vendas Novas,10625,5104,5521,
,0713: Viana do Alentejo,5318,2536,2782,
,071303: Aguiar,859,400,459,
,071301: Alcáçovas,1931,937,994,
,071302: Viana do Alentejo,2528,1199,1329,
,0714: Vila Viçosa,7387,3564,3823,
,071401: Bencatel,1480,737,743,
,071402: Ciladas,816,395,421,
,071406: Nossa Senhora da Conceição e São Bartolomeu,4634,2200,2434,
,071404: Pardais,457,232,225,
,15: Algarve,467343,226775,240568,
,150: Algarve,467343,226775,240568,
,0801: Albufeira,44164,21625,22539,
,080106: Albufeira e Olhos de Água,28641,13922,14719,
,080104: Ferreiras,7267,3608,3659,
,080102: Guia,4758,2374,2384,
,080103: Paderne,3498,1721,1777,
,0802: Alcoutim,2523,1236,1287,
,080202: Giões,152,82,70,
,080203: Martim Longo,928,445,483,
,080206: União das freguesias de Alcoutim e Pereiro,1110,544,566,
,080205: Vaqueiros,333,165,168,
,0803: Aljezur,6045,3019,3026,
,080301: Aljezur,3455,1693,1762,
,080302: Bordeira,370,200,170,
,080303: Odeceixe,1055,534,521,
,080304: Rogil,1165,592,573,
,0804: Castro Marim,6439,3163,3276,
,080404: Altura,2106,1022,1084,
,080401: Azinhal,479,234,245,
,080402: Castro Marim,3278,1612,1666,
,080403: Odeleite,576,295,281,
,0805: Faro,67622,32139,35483,
,080506: Montenegro,8613,4213,4400,
,080503: Santa Bárbara de Nexe,4379,2146,2233,
,080507: União das freguesias de Conceição e Estoi,8331,4088,4243,
,080508: União das freguesias de Faro (Sé e São Pedro),46299,21692,24607,
,0806: Lagoa,23725,11606,12119,
,080602: Ferragudo,1973,987,986,
,080604: Porches,2250,1143,1107,
,080607: União das freguesias de Estômbar e Parchal,9361,4602,4759,
,080608: União das freguesias de Lagoa e Carvoeiro,10141,4874,5267,
,0807: Lagos,33494,16267,17227,
,080703: Luz,4355,2112,2243,
,080704: Odiáxere,3046,1514,1532,
,080708: São Gonçalo de Lagos,23648,11434,12214,
,080707: União das freguesias de Bensafrim e Barão de São João,2445,1207,1238,
,0808: Loulé,72332,34976,37356,
,080801: Almancil,11291,5602,5689,
,080802: Alte,1746,872,874,
,080803: Ameixial,381,201,180,
,080804: Boliqueime,4789,2306,2483,
,080808: Loulé (São Clemente),17930,8474,9456,
,080809: Loulé (São Sebastião),6807,3326,3481,
,080805: Quarteira,24420,11742,12678,
,080807: Salir,2448,1210,1238,
,"080812: União de freguesias de Querença, Tôr e Benafim",2520,1243,1277,
,0809: Monchique,5462,2738,2724,
,080901: Alferce,391,201,190,
,080902: Marmelete,698,364,334,
,080903: Monchique,4373,2173,2200,
,0810: Olhão,44614,21820,22794,
,081003: Olhão,14206,6878,7328,
,081004: Pechão,3888,1969,1919,
,081005: Quelfes,17253,8430,8823,
,081006: União das freguesias de Moncarapacho e Fuseta,9267,4543,4724,
,0811: Portimão,59845,28738,31107,
,081101: Alvor,6314,3084,3230,
,081102: Mexilhoeira Grande,4313,2102,2211,
,081103: Portimão,49218,23552,25666,
,0812: São Brás de Alportel,11248,5426,5822,
,081201: São Brás de Alportel,11248,5426,5822,
,0813: Silves,37766,18587,19179,
,081303: Armação de Pêra,6003,2957,3046,
,081305: São Bartolomeu de Messines,8157,4023,4134,
,081306: São Marcos da Serra,1113,575,538,
,081307: Silves,10661,5250,5411,
,081309: União das freguesias de Alcantarilha e Pêra,4995,2403,2592,
,081310: União das freguesias de Algoz e Tunes,6837,3379,3458,
,0814: Tavira,27523,13579,13944,
,081401: Cachopo,471,232,239,
,081404: Santa Catarina da Fonte do Bispo,1873,939,934,
,081408: Santa Luzia,1589,802,787,
,081410: União das freguesias de Conceição e Cabanas de Tavira,3428,1737,1691,
,081411: União das freguesias de Luz de Tavira e Santo Estêvão,4730,2378,2352,
,081412: União das freguesias de Tavira (Santa Maria e Santiago),15432,7491,7941,
,0815: Vila do Bispo,5717,2792,2925,
,081501: Barão de São Miguel,586,287,299,
,081502: Budens,1857,905,952,
,081504: Sagres,1894,934,960,
,081506: Vila do Bispo e Raposeira,1380,666,714,
,0816: Vila Real de Santo António,18824,9064,9760,
,081603: Monte Gordo,3197,1581,1616,
,081601: Vila Nova de Cacela,3873,1866,2007,
,081602: Vila Real de Santo António,11754,5617,6137,
,2: Região Autónoma dos Açores,236413,115480,120933,
,20: Região Autónoma dos Açores,236413,115480,120933,
,200: Região Autónoma dos Açores,236413,115480,120933,
,4301: Angra do Heroísmo,33771,16367,17404,
,430101: Altares,849,399,450,
,430102: Angra (Nossa Senhora da Conceição),3377,1583,1794,
,430103: Angra (Santa Luzia),2471,1135,1336,
,430104: Angra (São Pedro),3268,1497,1771,
,430105: Angra (Sé),928,434,494,
,430106: Cinco Ribeiras,683,340,343,
,430107: Doze Ribeiras,431,220,211,
,430108: Feteira,1343,639,704,
,430109: Porto Judeu,2293,1131,1162,
,430110: Posto Santo,1031,503,528,
,430111: Raminho,464,232,232,
,430112: Ribeirinha,2480,1195,1285,
,430113: Santa Bárbara,1279,653,626,
,430114: São Bartolomeu de Regatos,1936,972,964,
,430115: São Bento,1909,911,998,
,430116: São Mateus da Calheta,3777,1851,1926,
,430117: Serreta,316,165,151,
,430118: Terra Chã,2888,1492,1396,
,430119: Vila de São Sebastião,2048,1015,1033,
,4501: Calheta (R.A.A.),3437,1707,1730,
,450101: Calheta,1275,602,673,
,450102: Norte Pequeno,196,88,108,
,450103: Ribeira Seca,897,465,432,
,450104: Santo Antão,629,323,306,
,450105: Topo (Nossa Senhora do Rosário),440,229,211,
,4901: Corvo,384,205,179,
,490101: Corvo,384,205,179,
,4701: Horta,14331,6989,7342,
,470101: Capelo,528,258,270,
,470102: Castelo Branco,1258,616,642,
,470103: Cedros,872,440,432,
,470104: Feteira,1776,878,898,
,470105: Flamengos,1561,771,790,
,470106: Horta (Angústias),2133,1003,1130,
,470107: Horta (Conceição),1047,500,547,
,470108: Horta (Matriz),2435,1161,1274,
,470109: Pedro Miguel,737,378,359,
,470110: Praia do Almoxarife,969,494,475,
,470111: Praia do Norte,257,124,133,
,470112: Ribeirinha,404,189,215,
,470113: Salão,354,177,177,
,4201: Lagoa (R.A.A.),14189,6976,7213,
,420101: Água de Pau,2919,1478,1441,
,420102: Cabouco,1970,963,1007,
,420103: Lagoa (Nossa Senhora do Rosário),5407,2626,2781,
,420104: Lagoa (Santa Cruz),3528,1727,1801,
,420105: Ribeira Chã,365,182,183,
,4801: Lajes das Flores,1408,730,678,
,480101: Fajã Grande,220,118,102,
,480102: Fajãzinha,71,33,38,
,480103: Fazenda,261,130,131,
,480104: Lajedo,75,42,33,
,480105: Lajes das Flores,562,288,274,
,480106: Lomba,200,109,91,
,480107: Mosteiro,19,10,9,
,4601: Lajes do Pico,4340,2126,2214,
,460101: Calheta de Nesquim,318,157,161,
,460102: Lajes do Pico,1726,848,878,
,460103: Piedade,757,379,378,
,460104: Ribeiras,787,381,406,
,460105: Ribeirinha,343,171,172,
,460106: São João,409,190,219,
,4602: Madalena,6319,3079,3240,
,460201: Bandeiras,710,362,348,
,460202: Candelária,829,392,437,
,460203: Criação Velha,809,421,388,
,460204: Madalena,2882,1376,1506,
,460205: São Caetano,414,193,221,
,460206: São Mateus,675,335,340,
,4202: Nordeste,4368,2154,2214,
,420201: Achada,387,196,191,
,420202: Achadinha,463,224,239,
,420208: Algarvia,240,122,118,
,420203: Lomba da Fazenda,749,363,386,
,420204: Nordeste,1160,563,597,
,420206: Salga,484,239,245,
,420207: Santana,380,190,190,
,420209: Santo António de Nordestinho,260,135,125,
,420210: São Pedro de Nordestinho,245,122,123,
,4203: Ponta Delgada,67229,32385,34844,
,420323: Ajuda da Bretanha,652,328,324,
,420301: Arrifes,7294,3506,3788,
,420303: Candelária,976,479,497,
,420304: Capelas,3981,1961,2020,
,420305: Covoada,1223,605,618,
,420306: Fajã de Baixo,4924,2393,2531,
,420307: Fajã de Cima,3293,1604,1689,
,420308: Fenais da Luz,2227,1135,1092,
,420309: Feteiras,1557,766,791,
,420310: Ginetes,1184,586,598,
,420311: Mosteiros,1021,499,522,
,420324: Pilar da Bretanha,576,296,280,
,420313: Ponta Delgada (São José),5756,2507,3249,
,420314: Ponta Delgada (São Pedro),7495,3542,3953,
,420312: Ponta Delgada (São Sebastião),4050,1894,2156,
,420315: Relva,2890,1415,1475,
,420316: Remédios,809,396,413,
,420317: Rosto do Cão (Livramento),4307,2096,2211,
,420318: Rosto do Cão (São Roque),4590,2257,2333,
,420319: Santa Bárbara,846,446,400,
,420325: Santa Clara,2804,1320,1484,
,420320: Santo António,1574,761,813,
,420321: São Vicente Ferreira,2499,1246,1253,
,420322: Sete Cidades,701,347,354,
,4204: Povoação,5791,2850,2941,
,420401: Água Retorta,429,212,217,
,420402: Faial da Terra,342,164,178,
,420403: Furnas,1399,698,701,
,420404: Nossa Senhora dos Remédios,1062,520,542,
,420405: Povoação,1877,910,967,
,420406: Ribeira Quente,682,346,336,
,4205: Ribeira Grande,31388,15605,15783,
,420501: Calhetas,910,458,452,
,420502: Fenais da Ajuda,890,451,439,
,420503: Lomba da Maia,1048,527,521,
,420504: Lomba de São Pedro,348,193,155,
,420505: Maia,1792,885,907,
,420506: Pico da Pedra,3053,1485,1568,
,420507: Porto Formoso,1096,556,540,
,420508: Rabo de Peixe,8799,4498,4301,
,420509: Ribeira Grande (Conceição),2634,1245,1389,
,420510: Ribeira Grande (Matriz),3767,1870,1897,
,420511: Ribeira Seca,2771,1357,1414,
,420512: Ribeirinha,2510,1221,1289,
,420513: Santa Bárbara,1188,577,611,
,420514: São Brás,582,282,300,
,4401: Santa Cruz da Graciosa,4090,2020,2070,
,440101: Guadalupe,987,480,507,
,440102: Luz,631,325,306,
,440104: Santa Cruz da Graciosa,1739,840,899,
,440103: São Mateus,733,375,358,
,4802: Santa Cruz das Flores,2020,1010,1010,
,480201: Caveira,76,36,40,
,480202: Cedros,112,60,52,
,480203: Ponta Delgada,280,142,138,
,480204: Santa Cruz das Flores,1552,772,780,
,4603: São Roque do Pico,3220,1571,1649,
,460301: Prainha,530,264,266,
,460302: Santa Luzia,436,203,233,
,460303: Santo Amaro,255,120,135,
,460304: Santo António,724,355,369,
,460305: São Roque do Pico,1275,629,646,
,4502: Velas,4936,2443,2493,
,450201: Manadas (Santa Bárbara),361,179,182,
,450202: Norte Grande (Neves),463,232,231,
,450203: Rosais,661,341,320,
,450204: Santo Amaro,790,389,401,
,450205: Urzelina (São Mateus),896,450,446,
,450206: Velas (São Jorge),1765,852,913,
,4302: Vila da Praia da Vitória,19463,9496,9967,
,430201: Agualva,1235,615,620,
,430202: Biscoitos,1449,713,736,
,430203: Cabo da Praia,670,338,332,
,430204: Fonte do Bastardo,1171,574,597,
,430205: Fontinhas,1529,742,787,
,430206: Lajes,3410,1680,1730,
,430211: Porto Martins,1173,578,595,
,430207: Praia da Vitória (Santa Cruz),5956,2826,3130,
,430208: Quatro Ribeiras,322,163,159,
,430209: São Brás,1035,510,525,
,430210: Vila Nova,1513,757,756,
,4101: Vila do Porto,5406,2590,2816,
,410101: Almagreira,616,310,306,
,410102: Santa Bárbara,370,179,191,
,410103: Santo Espírito,597,281,316,
,410104: São Pedro,812,395,417,
,410105: Vila do Porto,3011,1425,1586,
,4206: Vila Franca do Campo,10323,5177,5146,
,420601: Água de Alto,1656,827,829,
,420602: Ponta Garça,3156,1623,1533,
,420603: Ribeira das Tainhas,640,327,313,
,420606: Ribeira Seca,1005,503,502,
,420604: Vila Franca do Campo (São Miguel),2486,1221,1265,
,420605: Vila Franca do Campo (São Pedro),1380,676,704,
,3: Região Autónoma da Madeira,250744,117685,133059,
,30: Região Autónoma da Madeira,250744,117685,133059,
,300: Região Autónoma da Madeira,250744,117685,133059,
,3101: Calheta (R.A.M.),10915,5010,5905,
,310101: Arco da Calheta,2999,1376,1623,
,310102: Calheta,3188,1445,1743,
,310103: Estreito da Calheta,1578,731,847,
,310104: Fajã da Ovelha,812,365,447,
,310105: Jardim do Mar,215,106,109,
,310106: Paul do Mar,635,293,342,
,310107: Ponta do Pargo,803,383,420,
,310108: Prazeres,685,311,374,
,3102: Câmara de Lobos,32162,15388,16774,
,310201: Câmara de Lobos,16556,7948,8608,
,310202: Curral das Freiras,1580,722,858,
,310203: Estreito de Câmara de Lobos,9348,4510,4838,
,310205: Jardim da Serra,2739,1289,1450,
,310204: Quinta Grande,1939,919,1020,
,3103: Funchal,105782,49145,56637,
,310303: Funchal (Santa Luzia),5490,2462,3028,
,310304: Funchal (Santa Maria Maior),11768,5493,6275,
,310308: Funchal (São Pedro),7204,3283,3921,
,310310: Funchal (Sé),2875,1286,1589,
,310301: Imaculado Coração de Maria,5627,2628,2999,
,310302: Monte,5794,2685,3109,
,310305: Santo António,25940,12297,13643,
,310306: São Gonçalo,5806,2590,3216,
,310307: São Martinho,26929,12416,14513,
,310309: São Roque,8349,4005,4344,
,3104: Machico,19593,9478,10115,
,310401: Água de Pena,2749,1329,1420,
,310402: Caniçal,3548,1806,1742,
,310403: Machico,9828,4736,5092,
,310404: Porto da Cruz,2134,994,1140,
,310405: Santo António da Serra,1334,613,721,
,3105: Ponta do Sol,8360,3859,4501,
,310501: Canhas,3597,1652,1945,
,310502: Madalena do Mar,508,241,267,
,310503: Ponta do Sol,4255,1966,2289,
,3106: Porto Moniz,2517,1121,1396,
,310601: Achadas da Cruz,121,57,64,
,310602: Porto Moniz,1584,689,895,
,310603: Ribeira da Janela,200,85,115,
,310604: Seixal,612,290,322,
,3201: Porto Santo,5149,2536,2613,
,320101: Porto Santo,5149,2536,2613,
,3107: Ribeira Brava,12680,5767,6913,
,310701: Campanário,4317,1977,2340,
,310702: Ribeira Brava,6232,2808,3424,
,310703: Serra de Água,973,452,521,
,310704: Tabua,1158,530,628,
,3108: Santa Cruz,42168,20152,22016,
,310802: Camacha,6239,3026,3213,
,310803: Caniço,24046,11505,12541,
,310804: Gaula,3925,1846,2079,
,310805: Santa Cruz,7136,3385,3751,
,310806: Santo António da Serra,822,390,432,
,3109: Santana,6553,2973,3580,
,310901: Arco de São Jorge,364,167,197,
,310902: Faial,1309,586,723,
,310906: Ilha,189,68,121,
,310903: Santana,2838,1289,1549,
,310904: São Jorge,1173,541,632,
,310905: São Roque do Faial,680,322,358,
,3110: São Vicente,4865,2256,2609,
,311001: Boa Ventura,1034,471,563,
,311002: Ponta Delgada,1043,475,568,
,311003: São Vicente,2788,1310,1478,
,,,,,
"Resident population (No.) by Place of residence at Census date [2021] (NUTS - 2024), Sex and Age -  Decennial - Statistics Portugal, Population and housing census - 2021",,,,,
,,,,,
,,,,,
"This data last updated:march 19, 2024",,,,,
,,,,,
,,,,,
Table Metadata,,,,,
,,,,,
Resident population (No.),,,,,
Name,"Resident population (No.) by Place of residence at Census date [2021] (NUTS - 2024), Sex and Age -  Decennial",,,,
Regularity,Decennial,,,,
Source,"Statistics Portugal, Population and housing census - 2021",,,,
First available period,2021,,,,
Last available period,2021,,,,
Dimensions,,,,,
     Dimension 1,Data reference period,,,,
     Dimension 2,Place of residence at the Census moment [2021] (NUTS - 2024),,,,
     Dimension 3,Sex,,,,
     Dimension 4,Age,,,,
Concepts,,,,,
     REFERENCE PERIOD,"Period to which the information refers and which may be a specific day or a time interval (month, fiscal year, calendar year, among others).",,,,
     RESIDENT POPULATION,"Set of persons who, regardless of being present or absent in a given housing unit at the moment of observation, have lived in the place of their usual residence for a continuous period of 12 months prior to the moment of observation, or have arrived to the place of their usual residence during the period of 12 months prior to the moment of observation, with the purpose of living there for a year, at least.",,,,
     AGE,"The interval of time between the day, month and year of birth and 0:00 a.m. of the reference date. Age is expressed as complete years for adults and children and months, weeks, days, hours or minutes of life, as appropriate, for infants under one year of age.",,,,
     SEX,Biological and physiological characteristics that define men and women.,,,,
     PLACE OF USUAL RESIDENCE,"Place in which a person normally spends the daily period of rest (regardless of temporary absences for purposes of leisure, holiday, visits to friends and relatives, business, medical treatment, or others) and where the person lives or intends to live for the most part of the year, taking the last 12 months as reference.",,,,
Definition,,,,,
Formule,Count,,,,
Measure unit (symbol),Number (No.),,,,
Power of 10,0,,,,
Last update date,19-Mar-2024,,,,
